street,city,zip,state,beds,baths,sq__ft,type,sale_date,price,latitude,longitude,price_per_sqft
4741 PACIFIC PARK DR,ANTELOPE,95843,CA,5,3,2347,Residential,2008-05-19,325000,38.709299,-121.353056,138.47464848743076
310 GROTH CIR,SACRAMENTO,95834,CA,4,2,1659,Residential,2008-05-19,328578,38.638764,-121.531827,198.05786618444847
6121 WILD FOX CT,ELK GROVE,95757,CA,3,3,2442,Residential,2008-05-19,331000,38.406758,-121.431669,135.54463554463555
29 COOL FOUNTAIN CT,SACRAMENTO,95833,CA,4,2,2155,Residential,2008-05-19,340000,38.606906,-121.54132,157.77262180974478
8909 BILLFISH WAY,SACRAMENTO,95828,CA,3,2,1810,Residential,2008-05-19,345746,38.475433,-121.372584,191.01988950276242
6232 GUS WAY,ELK GROVE,95757,CA,4,2,2789,Residential,2008-05-19,351000,38.388129,-121.43117,125.85155969881679
200 OAKWILDE ST,GALT,95632,CA,4,2,1606,Residential,2008-05-19,353767,38.2535,-121.31812,220.27833125778332
200 ALLAIRE CIR,SACRAMENTO,95835,CA,4,2,2166,Residential,2008-05-19,356035,38.68318,-121.53484,164.37442289935365
5479 NICKMAN WAY,SACRAMENTO,95835,CA,4,2,1871,Residential,2008-05-19,360552,38.672966,-121.502748,192.70550507749866
2103 BURBERRY WAY,SACRAMENTO,95835,CA,3,2,1800,Residential,2008-05-19,362305,38.67342,-121.508542,201.28055555555557
2450 SAN JOSE WAY,SACRAMENTO,95817,CA,3,1,1683,Residential,2008-05-19,365000,38.553596,-121.459483,216.87462863933453
2802 BLACK OAK DR,ROCKLIN,95765,CA,2,2,1596,Residential,2008-05-19,370000,38.837006,-121.232024,231.8295739348371
10112 LAMBEAU CT,ELK GROVE,95757,CA,3,2,1179,Residential,2008-05-19,378000,38.390328,-121.448022,320.6106870229008
3622 CURTIS DR,SACRAMENTO,95818,CA,3,1,1639,Residential,2008-05-19,388000,38.541735,-121.480098,236.72971323978035
11817 OPAL RIDGE WAY,RANCHO CORDOVA,95742,CA,5,3,3281,Residential,2008-05-19,395100,38.551083,-121.237476,120.42060347455045
170 LAGOMARSINO WAY,SACRAMENTO,95819,CA,3,2,1697,Residential,2008-05-19,400000,38.574894,-121.435806,235.7100766057749
3361 ALDER CANYON WAY,ANTELOPE,95843,CA,4,3,2085,Residential,2008-05-19,408431,38.727649,-121.385656,195.89016786570744
398 LINDLEY DR,SACRAMENTO,95815,CA,4,2,1744,Multi-Family,2008-05-19,416767,38.622359,-121.457582,238.97190366972478
169 BAURER CIR,FOLSOM,95630,CA,4,3,1939,Residential,2008-05-19,423000,38.66695,-121.120729,218.1536874677669
1315 KONDOS AVE,SACRAMENTO,95814,CA,2,3,1788,Residential,2008-05-19,427500,38.571943,-121.492106,239.09395973154363
4966 CHARTER RD,ROCKLIN,95765,CA,3,2,1691,Residential,2008-05-19,430922,38.82553,-121.254698,254.8326434062685
9516 LAGUNA LAKE WAY,ELK GROVE,95758,CA,4,2,2002,Residential,2008-05-19,445000,38.411258,-121.431348,222.2777222777223
5201 BLOSSOM RANCH DR,ELK GROVE,95757,CA,4,4,4303,Residential,2008-05-19,450000,38.399436,-121.444041,104.57820125493842
3027 PALMATE WAY,SACRAMENTO,95834,CA,5,3,4246,Residential,2008-05-19,452000,38.628955,-121.529269,106.4531323598681
1171 SONOMA AVE,SACRAMENTO,95815,CA,2,1,1011,Residential,2008-05-16,85000,38.6238,-121.439872,84.0751730959446
4250 ARDWELL WAY,SACRAMENTO,95823,CA,3,2,1089,Residential,2008-05-16,95625,38.466938,-121.455631,87.8099173553719
3104 CLAY ST,SACRAMENTO,95815,CA,2,1,832,Residential,2008-05-16,96140,38.62391,-121.439208,115.55288461538461
6063 LAND PARK DR,SACRAMENTO,95822,CA,2,1,800,Condo,2008-05-16,104250,38.517029,-121.513809,130.3125
4738 OAKHOLLOW DR,SACRAMENTO,95842,CA,4,2,1292,Residential,2008-05-16,105000,38.679598,-121.356035,81.26934984520123
1401 STERLING ST,SACRAMENTO,95822,CA,2,1,810,Residential,2008-05-16,108000,38.520319,-121.504727,133.33333333333334
3715 DIDCOT CIR,SACRAMENTO,95838,CA,4,2,1064,Residential,2008-05-16,109000,38.635232,-121.460098,102.44360902255639
2426 RASHAWN DR,RANCHO CORDOVA,95670,CA,2,1,911,Residential,2008-05-16,115000,38.610852,-121.273278,126.23490669593853
4800 WESTLAKE PKWY Unit 410,SACRAMENTO,95835,CA,1,1,846,Condo,2008-05-16,115000,38.658812,-121.542345,135.9338061465721
3409 VIRGO ST,SACRAMENTO,95827,CA,3,2,1320,Residential,2008-05-16,115500,38.563402,-121.327747,87.5
1110 PINEDALE AVE,SACRAMENTO,95838,CA,3,2,1410,Residential,2008-05-16,115620,38.660173,-121.440216,82.0
2361 LA LOMA DR,RANCHO CORDOVA,95670,CA,3,2,1115,Residential,2008-05-16,116000,38.59368,-121.316054,104.03587443946188
1455 64TH AVE,SACRAMENTO,95822,CA,3,2,1169,Residential,2008-05-16,122000,38.492177,-121.503392,104.36270316509838
7328 SPRINGMAN ST,SACRAMENTO,95822,CA,3,2,1164,Residential,2008-05-16,122500,38.491991,-121.477636,105.2405498281787
119 SAINT MARIE CIR,SACRAMENTO,95823,CA,4,2,1341,Residential,2008-05-16,123000,38.481454,-121.446644,91.72259507829978
12 COSTA BRASE CT,SACRAMENTO,95838,CA,3,2,1219,Residential,2008-05-16,124000,38.655554,-121.464275,101.72272354388843
6813 SCOTER WAY,SACRAMENTO,95842,CA,4,2,1127,Residential,2008-05-16,124000,38.69043,-121.361035,110.02661934338953
6548 GRAYLOCK LN,NORTH HIGHLANDS,95660,CA,3,2,1272,Residential,2008-05-16,124413,38.686061,-121.369949,97.80896226415095
1630 GLIDDEN AVE,SACRAMENTO,95822,CA,4,2,1253,Residential,2008-05-16,125000,38.482717,-121.499683,99.76057462090982
7825 DALEWOODS WAY,SACRAMENTO,95828,CA,3,2,1120,Residential,2008-05-16,130000,38.477297,-121.411513,116.07142857142857
4073 TRESLER AVE,NORTH HIGHLANDS,95660,CA,2,2,1118,Residential,2008-05-16,131750,38.659016,-121.370457,117.84436493738819
4288 DYMIC WAY,SACRAMENTO,95838,CA,4,3,1890,Residential,2008-05-16,137721,38.646541,-121.441139,72.86825396825397
1158 SAN IGNACIO WAY,SACRAMENTO,95833,CA,3,2,1260,Residential,2008-05-16,137760,38.623045,-121.486279,109.33333333333333
4904 J PKWY,SACRAMENTO,95823,CA,3,2,1400,Residential,2008-05-16,138000,38.487297,-121.44295,98.57142857142857
2931 HOWE AVE,SACRAMENTO,95821,CA,3,1,1264,Residential,2008-05-16,140000,38.619012,-121.415329,110.75949367088607
5531 JANSEN DR,SACRAMENTO,95824,CA,3,1,1060,Residential,2008-05-16,145000,38.522015,-121.438713,136.79245283018867
7836 ORCHARD WOODS CIR,SACRAMENTO,95828,CA,2,2,1132,Residential,2008-05-16,145000,38.47955,-121.410867,128.09187279151942
4055 DEERBROOK DR,SACRAMENTO,95823,CA,3,2,1466,Residential,2008-05-16,150000,38.472117,-121.459589,102.31923601637108
9937 BURLINE ST,SACRAMENTO,95827,CA,3,2,1092,Residential,2008-05-16,150000,38.559641,-121.32316,137.36263736263737
6948 MIRADOR WAY,SACRAMENTO,95828,CA,4,2,1628,Residential,2008-05-16,151000,38.493484,-121.42035,92.75184275184276
4909 RUGER CT,SACRAMENTO,95842,CA,3,2,960,Residential,2008-05-16,155000,38.68747,-121.349234,161.45833333333334
7204 KERSTEN ST,CITRUS HEIGHTS,95621,CA,3,2,1075,Residential,2008-05-16,155800,38.695863,-121.300814,144.93023255813952
3150 ROSEMONT DR,SACRAMENTO,95826,CA,3,2,1428,Residential,2008-05-16,156142,38.554927,-121.35521,109.34313725490196
8200 STEINBECK WAY,SACRAMENTO,95828,CA,4,2,1358,Residential,2008-05-16,158000,38.474854,-121.404726,116.34756995581738
8198 STEVENSON AVE,SACRAMENTO,95828,CA,6,4,2475,Multi-Family,2008-05-16,159900,38.465271,-121.40426,64.60606060606061
6824 OLIVE TREE WAY,CITRUS HEIGHTS,95610,CA,3,2,1410,Residential,2008-05-16,160000,38.689239,-121.267737,113.47517730496453
3536 SUN MAIDEN WAY,ANTELOPE,95843,CA,3,2,1711,Residential,2008-05-16,161500,38.70968,-121.382328,94.38924605493864
4517 OLYMPIAD WAY,SACRAMENTO,95826,CA,4,2,1483,Residential,2008-05-16,161600,38.536751,-121.359154,108.96830748482805
925 COBDEN CT,GALT,95632,CA,3,2,1140,Residential,2008-05-16,162000,38.282047,-121.295812,142.10526315789474
8225 SCOTTSDALE DR,SACRAMENTO,95828,CA,4,2,1549,Residential,2008-05-16,165000,38.487864,-121.402476,106.52033570045191
8758 LEMAS RD,SACRAMENTO,95828,CA,3,2,1410,Residential,2008-05-16,165000,38.467487,-121.377055,117.02127659574468
6121 ALPINESPRING WAY,ELK GROVE,95758,CA,3,2,1240,Residential,2008-05-16,167293,38.434075,-121.432623,134.91370967741935
5937 YORK GLEN WAY,SACRAMENTO,95842,CA,5,2,1712,Residential,2008-05-16,168000,38.677003,-121.354454,98.13084112149532
6417 SUNNYFIELD WAY,SACRAMENTO,95823,CA,4,2,1580,Residential,2008-05-16,168000,38.449153,-121.428272,106.32911392405063
4008 GREY LIVERY WAY,ANTELOPE,95843,CA,3,2,1669,Residential,2008-05-16,168750,38.71846,-121.370862,101.10844817255841
8920 ROSETTA CIR,SACRAMENTO,95826,CA,3,1,1029,Residential,2008-05-16,168750,38.544374,-121.370874,163.9941690962099
8300 LICHEN DR,CITRUS HEIGHTS,95621,CA,3,1,1103,Residential,2008-05-16,170000,38.71641,-121.306239,154.1251133272892
8884 AMBERJACK WAY,SACRAMENTO,95828,CA,3,2,2161,Residential,2008-05-16,170250,38.479343,-121.372553,78.78297084683017
4480 VALLEY HI DR,SACRAMENTO,95823,CA,3,2,1650,Residential,2008-05-16,173000,38.466781,-121.450955,104.84848484848484
2250 FOREBAY RD,POLLOCK PINES,95726,CA,3,1,1320,Residential,2008-05-16,175000,38.77491,-120.597599,132.57575757575756
3529 FABERGE WAY,SACRAMENTO,95826,CA,3,2,1200,Residential,2008-05-16,176095,38.553275,-121.346218,146.74583333333334
1792 DAWNELLE WAY,SACRAMENTO,95835,CA,3,2,1170,Residential,2008-05-16,176250,38.68271,-121.501697,150.64102564102564
7800 TABARE CT,CITRUS HEIGHTS,95621,CA,3,2,1199,Residential,2008-05-16,178000,38.70799,-121.302979,148.45704753961635
8531 HERMITAGE WAY,SACRAMENTO,95823,CA,4,2,1695,Residential,2008-05-16,179000,38.448452,-121.428536,105.6047197640118
2421 BERRYWOOD DR,RANCHO CORDOVA,95670,CA,3,2,1157,Residential,2008-05-16,180000,38.60868,-121.27849,155.57476231633535
1005 MORENO WAY,SACRAMENTO,95838,CA,3,2,1410,Residential,2008-05-16,180000,38.646206,-121.442767,127.65957446808511
1675 VERNON ST Unit 24,ROSEVILLE,95678,CA,3,2,1174,Residential,2008-05-16,180000,38.734136,-121.299639,153.32197614991483
24 WINDCHIME CT,SACRAMENTO,95823,CA,3,2,1593,Residential,2008-05-16,181000,38.44617,-121.427824,113.62209667294412
540 HARLING CT,RIO LINDA,95673,CA,3,2,1093,Residential,2008-05-16,182000,38.68279,-121.453509,166.51418115279048
1207 CRESCENDO DR,ROSEVILLE,95678,CA,3,2,1770,Residential,2008-05-16,182587,38.72446,-121.292829,103.15649717514124
7577 EDDYLEE WAY,SACRAMENTO,95822,CA,4,2,1436,Residential,2008-05-16,185074,38.48291,-121.491509,128.8816155988858
8369 FOPPIANO WAY,SACRAMENTO,95829,CA,3,2,1124,Residential,2008-05-16,185833,38.453839,-121.357919,165.33185053380782
8817 SAWTELLE WAY,SACRAMENTO,95826,CA,4,2,1139,Residential,2008-05-16,186785,38.565322,-121.374251,163.99034240561897
1910 BONAVISTA WAY,SACRAMENTO,95832,CA,3,2,1638,Residential,2008-05-16,187000,38.476048,-121.494961,114.16361416361417
8 TIDE CT,SACRAMENTO,95833,CA,3,2,1328,Residential,2008-05-16,188335,38.609864,-121.492304,141.81852409638554
8952 ROCKY CREEK CT,ELK GROVE,95758,CA,3,2,1273,Residential,2008-05-16,190000,38.431239,-121.44001,149.2537313432836
435 EXCHANGE ST,SACRAMENTO,95838,CA,3,1,1082,Residential,2008-05-16,190000,38.659434,-121.455236,175.6007393715342
10105 MONTE VALLO CT,SACRAMENTO,95827,CA,4,2,1578,Residential,2008-05-16,190000,38.573917,-121.316916,120.40557667934094
3930 ANNABELLE AVE,ROSEVILLE,95661,CA,2,1,796,Residential,2008-05-16,190000,38.727609,-121.226494,238.69346733668343
4854 TANGERINE AVE,SACRAMENTO,95823,CA,3,2,1386,Residential,2008-05-16,191250,38.478239,-121.446326,137.98701298701297
2909 SHAWN WAY,RANCHO CORDOVA,95670,CA,3,2,1452,Residential,2008-05-16,193000,38.589925,-121.299059,132.92011019283746
4290 BLACKFORD WAY,SACRAMENTO,95823,CA,3,2,1513,Residential,2008-05-16,193500,38.470494,-121.454162,127.8916060806345
7015 WOODSIDE DR,SACRAMENTO,95842,CA,4,2,1578,Residential,2008-05-16,195000,38.693071,-121.332365,123.57414448669202
6019 CHESHIRE WAY,CITRUS HEIGHTS,95610,CA,4,3,1736,Residential,2008-05-16,195000,38.676437,-121.279165,112.32718894009217
2561 VERNA WAY,SACRAMENTO,95821,CA,3,1,1473,Residential,2008-05-16,195000,38.611055,-121.369964,132.38289205702648
3522 22ND AVE,SACRAMENTO,95820,CA,3,1,1150,Residential,2008-05-16,198000,38.532725,-121.469078,172.17391304347825
2880 CANDIDO DR,SACRAMENTO,95833,CA,3,2,1127,Residential,2008-05-16,199900,38.618019,-121.510215,177.37355811889972
6908 PIN OAK CT,FAIR OAKS,95628,CA,3,1,1144,Residential,2008-05-16,200000,38.66424,-121.303675,174.82517482517483
5733 ANGELINA AVE,CARMICHAEL,95608,CA,3,1,972,Residential,2008-05-16,201000,38.622634,-121.330846,206.79012345679013
7849 BONNY DOWNS WAY,ELK GROVE,95758,CA,4,2,2306,Residential,2008-05-16,204918,38.42139,-121.411339,88.86296617519514
8716 LONGSPUR WAY,ANTELOPE,95843,CA,3,2,1479,Residential,2008-05-16,205000,38.724083,-121.3584,138.60716700473293
6320 EL DORADO ST,EL DORADO,95623,CA,2,1,1040,Residential,2008-05-16,205000,38.678758,-120.844118,197.1153846153846
2328 DOROTHY JUNE WAY,SACRAMENTO,95838,CA,3,2,1430,Residential,2008-05-16,205878,38.641727,-121.412703,143.97062937062938
1986 DANVERS WAY,SACRAMENTO,95832,CA,4,2,1800,Residential,2008-05-16,207000,38.47723,-121.492568,115.0
7901 GAZELLE TRAIL WAY,ANTELOPE,95843,CA,4,2,1953,Residential,2008-05-16,207744,38.71174,-121.342675,106.37173579109063
6080 BRIDGECROSS DR,SACRAMENTO,95835,CA,3,2,1120,Residential,2008-05-16,209000,38.681952,-121.505009,186.60714285714286
20 GROTH CIR,SACRAMENTO,95834,CA,3,2,1232,Residential,2008-05-16,210000,38.640807,-121.533522,170.45454545454547
8442 KEUSMAN ST,ELK GROVE,95758,CA,4,2,2329,Residential,2008-05-16,213750,38.449651,-121.414704,91.77758694718763
9552 SUNLIGHT LN,ELK GROVE,95758,CA,3,2,1351,Residential,2008-05-16,215000,38.410561,-121.404327,159.14137675795706
1407 TIFFANY CIR,ROSEVILLE,95661,CA,4,1,1376,Residential,2008-05-16,215000,38.736392,-121.2664,156.25
636 CRESTVIEW DR,DIAMOND SPRINGS,95619,CA,3,2,1300,Residential,2008-05-16,216033,38.688255,-120.810235,166.17923076923077
1528 HESKET WAY,SACRAMENTO,95825,CA,4,2,1566,Residential,2008-05-16,220000,38.593598,-121.403637,140.485312899106
2327 32ND ST,SACRAMENTO,95817,CA,2,1,1115,Residential,2008-05-16,220000,38.557433,-121.47034,197.30941704035874
1833 2ND AVE,SACRAMENTO,95818,CA,2,1,1032,Residential,2008-05-16,220000,38.556818,-121.490669,213.1782945736434
7252 CARRIAGE DR,CITRUS HEIGHTS,95621,CA,4,2,1419,Residential,2008-05-16,220000,38.698058,-121.294893,155.03875968992247
9815 PASO FINO WAY,ELK GROVE,95757,CA,3,2,1261,Residential,2008-05-16,220000,38.404888,-121.443998,174.46471054718478
5532 ENGLE RD,CARMICHAEL,95608,CA,2,2,1637,Residential,2008-05-16,220702,38.63173,-121.335286,134.82101405009163
1139 CLINTON RD,SACRAMENTO,95825,CA,4,2,1776,Multi-Family,2008-05-16,221250,38.585291,-121.406824,124.57770270270271
9176 SAGE GLEN WAY,ELK GROVE,95758,CA,3,2,1338,Residential,2008-05-16,222000,38.423913,-121.439115,165.91928251121075
9264 BOULDER RIVER WAY,ELK GROVE,95624,CA,5,2,2254,Residential,2008-05-16,222750,38.421713,-121.345191,98.82431233362911
320 GROTH CIR,SACRAMENTO,95834,CA,3,2,1441,Residential,2008-05-16,225000,38.638882,-121.531883,156.1415683553088
137 GUNNISON AVE,SACRAMENTO,95838,CA,4,2,1991,Residential,2008-05-16,225000,38.650729,-121.466483,113.00853842290306
8209 RIVALLO WAY,SACRAMENTO,95829,CA,4,3,2126,Residential,2008-05-16,228750,38.459524,-121.3501,107.59642521166509
8637 PERIWINKLE CIR,ELK GROVE,95624,CA,3,2,1094,Residential,2008-05-16,229000,38.443184,-121.364388,209.3235831809872
3425 MEADOW WAY,ROCKLIN,95677,CA,3,2,1462,Residential,2008-05-16,230095,38.798028,-121.235364,157.38372093023256
107 JARVIS CIR,SACRAMENTO,95834,CA,5,3,2258,Residential,2008-05-16,232500,38.639891,-121.537603,102.96722763507529
2319 THORES ST,RANCHO CORDOVA,95670,CA,3,2,1074,Residential,2008-05-16,233000,38.59675,-121.312716,216.9459962756052
8935 MOUNTAIN HOME CT,ELK GROVE,95624,CA,4,2,2111,Residential,2008-05-16,233500,38.38751,-121.370276,110.61108479393653
2566 SERENATA WAY,SACRAMENTO,95835,CA,3,2,1686,Residential,2008-05-16,239000,38.671556,-121.520916,141.7556346381969
4085 COUNTRY DR,ANTELOPE,95843,CA,4,3,1915,Residential,2008-05-16,240000,38.706209,-121.369509,125.32637075718016
9297 TROUT WAY,ELK GROVE,95624,CA,4,2,2367,Residential,2008-05-16,240000,38.420637,-121.375798,101.39416983523448
7 ARCHIBALD CT,SACRAMENTO,95823,CA,3,2,1962,Residential,2008-05-16,240971,38.443305,-121.435296,122.8190621814475
11130 EEL RIVER CT,RANCHO CORDOVA,95670,CA,2,2,1406,Residential,2008-05-16,242000,38.625932,-121.271517,172.1194879089616
8323 REDBANK WAY,SACRAMENTO,95829,CA,3,2,1789,Residential,2008-05-16,243450,38.455753,-121.349273,136.08160983789827
16 BRONCO CREEK CT,SACRAMENTO,95835,CA,4,2,1876,Residential,2008-05-16,243500,38.674226,-121.525497,129.79744136460553
8316 NORTHAM DR,ANTELOPE,95843,CA,3,2,1235,Residential,2008-05-16,246544,38.720767,-121.376678,199.63076923076923
4240 WINJE DR,ANTELOPE,95843,CA,4,2,2504,Residential,2008-05-16,246750,38.70884,-121.359559,98.5423322683706
5118 ROBANDER ST,CARMICHAEL,95608,CA,3,2,1676,Residential,2008-05-16,247000,38.657267,-121.310352,147.37470167064438
5976 KYLENCH CT,CITRUS HEIGHTS,95621,CA,3,2,1367,Residential,2008-05-16,249000,38.708966,-121.32467,182.15069495245064
9247 DELAIR WAY,ELK GROVE,95758,CA,4,3,1899,Residential,2008-05-16,249000,38.422241,-121.458022,131.1216429699842
9054 DESCENDANT DR,ELK GROVE,95758,CA,3,2,1636,Residential,2008-05-16,250000,38.428852,-121.415628,152.8117359413203
3450 WHITNOR CT,SACRAMENTO,95821,CA,3,2,1828,Residential,2008-05-16,250000,38.627698,-121.369698,136.76148796498907
9355 MATADOR WAY,SACRAMENTO,95826,CA,4,2,1438,Residential,2008-05-16,252000,38.555633,-121.350691,175.24339360222532
8671 SUMMER SUN WAY,ELK GROVE,95624,CA,3,2,1451,Residential,2008-05-16,255000,38.442845,-121.373272,175.7408683666437
1890 GENEVA PL,SACRAMENTO,95825,CA,3,1,1520,Residential,2008-05-16,255000,38.599449,-121.400305,167.76315789473685
1813 AVENIDA MARTINA,ROSEVILLE,95747,CA,3,2,1506,Residential,2008-05-16,255000,38.776649,-121.339589,169.32270916334662
191 BARNHART CIR,SACRAMENTO,95835,CA,4,2,2605,Residential,2008-05-16,257200,38.675594,-121.515878,98.73320537428023
6221 GREEN TOP WAY,ORANGEVALE,95662,CA,3,2,1196,Residential,2008-05-16,260000,38.679409,-121.219107,217.3913043478261
2298 PRIMROSE LN,LINCOLN,95648,CA,3,2,1621,Residential,2008-05-16,260000,38.89918,-121.322514,160.39481801357186
5635 LOS PUEBLOS WAY,SACRAMENTO,95835,CA,3,2,1811,Residential,2008-05-16,263500,38.679191,-121.537622,145.4997239094423
10165 LOFTON WAY,ELK GROVE,95757,CA,3,2,1540,Residential,2008-05-16,266510,38.387708,-121.436522,173.05844155844156
9949 NESTLING CIR,ELK GROVE,95757,CA,3,2,1543,Residential,2008-05-16,275000,38.397455,-121.468391,178.2242384964355
2915 HOLDREGE WAY,SACRAMENTO,95835,CA,5,3,2494,Residential,2008-05-16,276000,38.663728,-121.525833,110.66559743384121
2678 BRIARTON DR,LINCOLN,95648,CA,3,2,1650,Residential,2008-05-16,276500,38.844116,-121.274806,167.57575757575756
294 SPARROW DR,GALT,95632,CA,4,3,2214,Residential,2008-05-16,278000,38.258976,-121.321266,125.56458897922313
2987 DIORITE WAY,SACRAMENTO,95835,CA,5,3,2280,Residential,2008-05-16,279000,38.667332,-121.528276,122.36842105263158
6326 APPIAN WAY,CARMICHAEL,95608,CA,3,2,1443,Residential,2008-05-16,280000,38.66266,-121.316858,194.04019404019405
6905 COBALT WAY,CITRUS HEIGHTS,95621,CA,4,2,1582,Residential,2008-05-16,280000,38.691393,-121.305215,176.99115044247787
8986 HAFLINGER WAY,ELK GROVE,95757,CA,3,2,1857,Residential,2008-05-16,285000,38.397923,-121.450219,153.47334410339258
2916 BABSON DR,ELK GROVE,95758,CA,3,2,1735,Residential,2008-05-16,288000,38.417191,-121.473897,165.9942363112392
10133 NEBBIOLO CT,ELK GROVE,95624,CA,4,3,2096,Residential,2008-05-16,289000,38.391085,-121.347231,137.88167938931298
1103 COMMONS DR,SACRAMENTO,95825,CA,3,2,1720,Residential,2008-05-16,290000,38.567865,-121.410699,168.6046511627907
4636 TEAL BAY CT,ANTELOPE,95843,CA,4,2,2160,Residential,2008-05-16,290000,38.704554,-121.354753,134.25925925925927
1524 YOUNGS AVE,SACRAMENTO,95838,CA,4,2,1382,Residential,2008-05-16,293996,38.644927,-121.43054,212.73227206946456
8463 TERRACOTTA CT,ELK GROVE,95624,CA,4,2,1721,Residential,2008-05-16,294173,38.450548,-121.363002,170.931435212086
5747 KING RD,LOOMIS,95650,CA,4,2,1328,Residential,2008-05-16,295000,38.825096,-121.198432,222.13855421686748
9204 TROUT WAY,ELK GROVE,95624,CA,4,2,1982,Residential,2008-05-16,298000,38.422221,-121.375799,150.3531786074672
1828 2ND AVE,SACRAMENTO,95818,CA,2,1,1144,Residential,2008-05-16,299000,38.556844,-121.490769,261.3636363636364
1113 COMMONS DR,SACRAMENTO,95825,CA,2,2,1623,Residential,2008-05-16,300000,38.567795,-121.410703,184.84288354898337
2341 BIG STRIKE TRL,COOL,95614,CA,3,2,1457,Residential,2008-05-16,300000,38.905927,-120.975169,205.9025394646534
9452 RED SPRUCE WAY,ELK GROVE,95624,CA,6,3,2555,Residential,2008-05-16,300000,38.404505,-121.346938,117.41682974559687
5776 TERRACE DR,ROCKLIN,95765,CA,3,2,1577,Residential,2008-05-16,300567,38.800539,-121.260979,190.59416613823717
5908 MCLEAN DR,ELK GROVE,95757,CA,5,3,2592,Residential,2008-05-16,303000,38.38912,-121.434389,116.89814814814815
8215 PEREGRINE WAY,CITRUS HEIGHTS,95610,CA,3,2,1401,Residential,2008-05-16,305000,38.715493,-121.26293,217.70164168451106
2949 PANAMA AVE,CARMICHAEL,95608,CA,3,2,1502,Residential,2008-05-16,310000,38.618369,-121.326187,206.39147802929426
1356 HARTLEY WAY,FOLSOM,95630,CA,3,2,1327,Residential,2008-05-16,310000,38.651617,-121.131674,233.60964581763375
633 HANISCH DR,ROSEVILLE,95678,CA,4,3,1800,Residential,2008-05-16,310000,38.76349,-121.275881,172.22222222222223
63 ANGEL ISLAND CIR,SACRAMENTO,95831,CA,4,2,2169,Residential,2008-05-16,311518,38.490408,-121.547664,143.62286768095896
1571 WILD OAK LN,LINCOLN,95648,CA,5,3,2457,Residential,2008-05-16,312000,38.844144,-121.274174,126.98412698412699
5601 SPINDRIFT LN,ORANGEVALE,95662,CA,4,2,2004,Residential,2008-05-16,315000,38.668289,-121.192316,157.18562874251498
652 FIFTEEN MILE DR,ROSEVILLE,95678,CA,4,3,2212,Residential,2008-05-16,315000,38.775872,-121.298864,142.40506329113924
7921 DOE TRAIL WAY,ANTELOPE,95843,CA,5,3,3134,Residential,2008-05-16,315000,38.711927,-121.343608,100.51052967453734
4204 LUSK DR,SACRAMENTO,95864,CA,3,2,1360,Residential,2008-05-16,315000,38.606569,-121.368424,231.61764705882354
5608 ROSEDALE WAY,SACRAMENTO,95822,CA,3,2,1276,Residential,2008-05-16,320000,38.525115,-121.518689,250.78369905956112
3372 BERETANIA WAY,SACRAMENTO,95834,CA,4,3,2962,Residential,2008-05-16,322000,38.64977,-121.53448,108.7103308575287
2422 STEFANIE DR,ROCKLIN,95765,CA,4,2,1888,Residential,2008-05-16,325000,38.82273,-121.26424,172.13983050847457
1214 DAWNWOOD DR,GALT,95632,CA,3,2,1548,Residential,2008-05-16,328370,38.290119,-121.286023,212.12532299741602
3349 CORVINA DR,RANCHO CORDOVA,95670,CA,4,3,2109,Residential,2008-05-16,330000,38.580545,-121.279016,156.47226173541964
10254 JULIANA WAY,SACRAMENTO,95827,CA,4,2,2484,Residential,2008-05-16,331200,38.56803,-121.309966,133.33333333333334
149 OPUS CIR,SACRAMENTO,95834,CA,4,3,2258,Residential,2008-05-16,332000,38.6354,-121.53499,147.0327723649247
580 REGENCY PARK CIR,SACRAMENTO,95835,CA,3,3,2212,Residential,2008-05-16,334000,38.674864,-121.4958,150.99457504520797
5544 CAMAS CT,ORANGEVALE,95662,CA,3,2,1616,Residential,2008-05-16,335000,38.667703,-121.209456,207.3019801980198
5102 ARCHCREST WAY,SACRAMENTO,95835,CA,4,2,2372,Residential,2008-05-16,341000,38.66841,-121.494639,143.76053962900505
5725 BALFOR RD,ROCKLIN,95765,CA,5,3,2606,Residential,2008-05-16,346375,38.807816,-121.270008,132.91442824251726
4821 HUTSON WAY,ELK GROVE,95757,CA,5,3,2877,Residential,2008-05-16,349000,38.386239,-121.448159,121.30691692735488
4509 WINJE DR,ANTELOPE,95843,CA,3,2,2960,Residential,2008-05-16,350000,38.709513,-121.359357,118.24324324324324
6709 ROSE BRIDGE DR,ROSEVILLE,95678,CA,3,2,2172,Residential,2008-05-16,350000,38.792461,-121.275711,161.14180478821362
281 SPYGLASS HL,ROSEVILLE,95678,CA,3,2,2100,Condo,2008-05-16,350000,38.762153,-121.283451,166.66666666666666
7709 RIVER VILLAGE DR,SACRAMENTO,95831,CA,3,2,1795,Residential,2008-05-16,351000,38.483212,-121.54019,195.5431754874652
506 BEDFORD CT,ROSEVILLE,95661,CA,4,2,2295,Residential,2008-05-16,360000,38.733985,-121.236766,156.86274509803923
9048 PINTO CANYON WAY,ROSEVILLE,95747,CA,4,3,2577,Residential,2008-05-16,367463,38.792493,-121.331899,142.593325572371
14004 WALNUT AVE,WALNUT GROVE,95690,CA,3,1,1727,Residential,2008-05-16,380000,38.247659,-121.515129,220.03474232773596
